incident_id,created_at,resolved_at,severity,category,team_assigned,closed_code,resolution_time_hour,shift,hour,day_of_week,month,priority,sla_breach
INC0014276,4/1/2016 16:48,4/6/2016 13:00,2 - Medium,Category 9,Group 25,code 5,116.2,Evening,16,Friday,April    ,P2-High,Yes
INC0014277,4/1/2016 16:48,4/1/2016 17:04,2 - Medium,Category 32,Group 70,code 6,0.266666667,Evening,16,Friday,April    ,P2-High,No
INC0014278,4/1/2016 16:50,4/1/2016 16:55,2 - Medium,Category 42,Group 70,code 6,0.083333333,Evening,16,Friday,April    ,P2-High,No
INC0014279,4/1/2016 16:52,4/1/2016 17:01,2 - Medium,Category 42,Group 70,code 7,0.15,Evening,16,Friday,April    ,P2-High,No
INC0014281,4/1/2016 16:55,4/11/2016 0:16,2 - Medium,Category 26,Group 70,code 6,223.35,Evening,16,Friday,April    ,P2-High,Yes
INC0002598,3/4/2016 15:12,3/10/2016 12:21,2 - Medium,Category 61,Group 73,code 6,141.15,Evening,15,Friday,March    ,P2-High,Yes
INC0002599,3/4/2016 15:17,3/7/2016 11:17,2 - Medium,Category 45,Group 55,code 9,68,Evening,15,Friday,March    ,P2-High,No
INC0014282,4/1/2016 16:57,4/4/2016 16:36,2 - Medium,Category 53,Group 70,code 10,71.65,Evening,16,Friday,April    ,P2-High,No
INC0014284,4/1/2016 16:59,4/4/2016 8:45,2 - Medium,Category 53,Group 27,code 6,63.76666667,Evening,16,Friday,April    ,P2-High,No
INC0001226,3/2/2016 11:46,3/3/2016 12:02,2 - Medium,Category 51,Group 65,code 7,24.26666667,Morning,11,Wednesday,March    ,P2-High,No
INC0001227,3/2/2016 11:47,3/7/2016 10:43,2 - Medium,Category 26,Group 70,code 6,118.9333333,Morning,11,Wednesday,March    ,P2-High,Yes
INC0014286,4/1/2016 17:01,4/4/2016 10:41,2 - Medium,Category 53,Group 57,code 6,65.66666667,Evening,17,Friday,April    ,P2-High,No
INC0014287,4/1/2016 17:02,4/4/2016 10:15,2 - Medium,Category 43,Group 22,code 6,65.21666667,Evening,17,Friday,April    ,P2-High,No
INC0014288,4/1/2016 17:02,4/1/2016 17:56,2 - Medium,Category 42,Group 70,code 6,0.9,Evening,17,Friday,April    ,P2-High,No
INC0014290,4/1/2016 17:06,4/1/2016 17:17,2 - Medium,Category 26,Group 70,code 6,0.183333333,Evening,17,Friday,April    ,P2-High,No
INC0014292,4/1/2016 17:08,4/1/2016 17:30,2 - Medium,Category 53,Group 70,code 10,0.366666667,Evening,17,Friday,April    ,P2-High,No
INC0014294,4/1/2016 17:16,4/5/2016 16:50,2 - Medium,Category 42,Group 70,code 8,95.56666667,Evening,17,Friday,April    ,P2-High,Yes
INC0014296,4/1/2016 17:18,4/1/2016 17:50,2 - Medium,Category 24,Group 70,code 7,0.533333333,Evening,17,Friday,April    ,P2-High,No
INC0014297,4/1/2016 17:19,4/1/2016 17:24,2 - Medium,Category 42,Group 70,code 6,0.083333333,Evening,17,Friday,April    ,P2-High,No
INC0014298,4/1/2016 17:19,4/6/2016 15:13,2 - Medium,Category 28,Group 70,code 7,117.9,Evening,17,Friday,April    ,P2-High,Yes
INC0014300,4/1/2016 17:22,4/1/2016 17:29,2 - Medium,Category 32,Group 70,code 6,0.116666667,Evening,17,Friday,April    ,P2-High,No
INC0014302,4/1/2016 17:27,4/1/2016 18:07,2 - Medium,Category 26,Group 70,code 6,0.666666667,Evening,17,Friday,April    ,P2-High,No
INC0014305,4/1/2016 17:30,4/1/2016 17:51,2 - Medium,Category 32,Group 70,code 6,0.35,Evening,17,Friday,April    ,P2-High,No
INC0014307,4/1/2016 17:34,4/1/2016 17:40,2 - Medium,Category 42,Group 70,code 6,0.1,Evening,17,Friday,April    ,P2-High,No
INC0014309,4/1/2016 17:44,4/4/2016 12:09,2 - Medium,Category 26,Group 70,code 6,66.41666667,Evening,17,Friday,April    ,P2-High,No
INC0019318,4/14/2016 16:07,5/12/2016 9:14,2 - Medium,Category 46,Group 66,code 6,665.1166667,Evening,16,Thursday,April    ,P2-High,Yes
INC0019321,4/14/2016 16:07,4/14/2016 16:09,2 - Medium,Category 43,Group 70,code 6,0.033333333,Evening,16,Thursday,April    ,P2-High,No
INC0019322,4/14/2016 16:08,4/15/2016 8:33,2 - Medium,Category 42,Group 70,code 6,16.41666667,Evening,16,Thursday,April    ,P2-High,No
INC0014310,4/1/2016 17:48,4/1/2016 17:54,2 - Medium,Category 23,Group 70,code 6,0.1,Evening,17,Friday,April    ,P2-High,No
INC0014312,4/1/2016 17:48,4/4/2016 11:37,2 - Medium,Category 53,Group 23,code 6,65.81666667,Evening,17,Friday,April    ,P2-High,No
INC0014313,4/1/2016 17:49,4/1/2016 18:00,2 - Medium,Category 42,Group 70,code 7,0.183333333,Evening,17,Friday,April    ,P2-High,No
INC0014314,4/1/2016 17:55,4/7/2016 8:16,2 - Medium,Category 44,Group 5,code 6,134.35,Evening,17,Friday,April    ,P2-High,Yes
INC0014316,4/1/2016 18:10,4/1/2016 19:21,2 - Medium,Category 42,Group 70,code 6,1.183333333,Evening,18,Friday,April    ,P2-High,No
INC0014318,4/1/2016 18:12,4/1/2016 18:17,2 - Medium,Category 42,Group 70,code 6,0.083333333,Evening,18,Friday,April    ,P2-High,No
INC0014320,4/1/2016 18:19,4/5/2016 9:02,2 - Medium,Category 53,Group 70,code 6,86.71666667,Evening,18,Friday,April    ,P2-High,Yes
INC0014321,4/1/2016 18:33,4/5/2016 8:55,2 - Medium,Category 9,Group 24,code 9,86.36666667,Evening,18,Friday,April    ,P2-High,Yes
INC0014322,4/1/2016 18:34,4/1/2016 19:00,2 - Medium,Category 23,Group 70,code 7,0.433333333,Evening,18,Friday,April    ,P2-High,No
INC0000590,3/1/2016 10:11,3/3/2016 10:40,3 - Low,Category 53,Group 70,code 6,48.48333333,Morning,10,Tuesday,March    ,P3-Medium,No
INC0000591,3/1/2016 10:12,3/24/2016 12:11,2 - Medium,Category 34,Group 9,code 1,553.9833333,Morning,10,Tuesday,March    ,P2-High,Yes
INC0014323,4/1/2016 18:48,4/8/2016 17:36,2 - Medium,Category 57,Group 25,code 6,166.8,Evening,18,Friday,April    ,P2-High,Yes
INC0014324,4/1/2016 18:56,4/1/2016 19:04,2 - Medium,Category 46,Group 70,code 6,0.133333333,Evening,18,Friday,April    ,P2-High,No
INC0014325,4/1/2016 18:56,4/8/2016 14:19,2 - Medium,Category 46,Group 6,code 6,163.3833333,Evening,18,Friday,April    ,P2-High,Yes
INC0014326,4/1/2016 19:03,4/7/2016 12:57,2 - Medium,Category 20,Group 70,code 1,137.9,Evening,19,Friday,April    ,P2-High,Yes
INC0014330,4/1/2016 20:03,12/16/2016 14:31,2 - Medium,Category 46,Group 70,code 8,6210.466667,Evening,20,Friday,April    ,P2-High,Yes
INC0014331,4/1/2016 20:22,4/1/2016 20:28,2 - Medium,Category 46,Group 70,code 6,0.1,Evening,20,Friday,April    ,P2-High,No
INC0014332,4/1/2016 20:34,4/1/2016 20:49,2 - Medium,Category 44,Group 70,code 6,0.25,Evening,20,Friday,April    ,P2-High,No
INC0014333,4/1/2016 20:34,4/1/2016 20:50,2 - Medium,Category 53,Group 70,code 6,0.266666667,Evening,20,Friday,April    ,P2-High,No
INC0014334,4/1/2016 20:51,5/4/2016 10:36,2 - Medium,Category 22,Group 75,code 6,781.75,Evening,20,Friday,April    ,P2-High,Yes
INC0014335,4/1/2016 21:10,4/5/2016 11:30,2 - Medium,Category 57,Group 56,code 9,86.33333333,Evening,21,Friday,April    ,P2-High,Yes
INC0014337,4/1/2016 21:50,4/4/2016 9:57,2 - Medium,Category 13,Group 70,code 6,60.11666667,Evening,21,Friday,April    ,P2-High,No
INC0014338,4/1/2016 22:27,4/1/2016 23:00,2 - Medium,Category 26,Group 70,code 6,0.55,Evening,22,Friday,April    ,P2-High,No
INC0014339,4/1/2016 23:37,4/1/2016 23:55,2 - Medium,Category 57,Group 70,code 7,0.3,Night,23,Friday,April    ,P2-High,No
INC0014340,4/1/2016 23:38,4/12/2016 13:56,2 - Medium,Category 57,Group 70,code 6,254.3,Night,23,Friday,April    ,P2-High,Yes
INC0014341,4/2/2016 0:00,4/18/2016 14:26,1 - High,Category 44,Group 5,code 6,398.4333333,Night,0,Saturday,April    ,P1-Critical,Yes
INC0014342,4/2/2016 0:02,4/5/2016 18:50,2 - Medium,Category 46,Group 70,code 6,90.8,Night,0,Saturday,April    ,P2-High,Yes
INC0014343,4/2/2016 0:07,4/15/2016 17:04,2 - Medium,Category 9,Group 9,code 6,328.95,Night,0,Saturday,April    ,P2-High,Yes
INC0014344,4/2/2016 0:22,4/2/2016 0:39,2 - Medium,Category 57,Group 70,code 7,0.283333333,Night,0,Saturday,April    ,P2-High,No
INC0014345,4/2/2016 0:49,4/2/2016 0:54,2 - Medium,Category 32,Group 70,code 6,0.083333333,Night,0,Saturday,April    ,P2-High,No
INC0014346,4/2/2016 1:01,4/2/2016 3:19,2 - Medium,Category 26,Group 70,code 6,2.3,Night,1,Saturday,April    ,P2-High,No
INC0014347,4/2/2016 1:46,4/2/2016 2:09,2 - Medium,Category 42,Group 70,code 6,0.383333333,Night,1,Saturday,April    ,P2-High,No
INC0014350,4/2/2016 3:05,4/4/2016 12:09,2 - Medium,Category 23,Group 20,code 6,57.06666667,Night,3,Saturday,April    ,P2-High,No
INC0014354,4/2/2016 3:25,4/4/2016 19:26,2 - Medium,Category 32,Group 70,code 6,64.01666667,Night,3,Saturday,April    ,P2-High,No
INC0014356,4/2/2016 4:40,4/2/2016 4:44,2 - Medium,Category 28,Group 70,code 6,0.066666667,Night,4,Saturday,April    ,P2-High,No
INC0014357,4/2/2016 5:09,4/2/2016 6:17,2 - Medium,Category 26,Group 70,code 6,1.133333333,Night,5,Saturday,April    ,P2-High,No
INC0014358,4/2/2016 5:22,4/2/2016 5:50,2 - Medium,Category 26,Group 70,code 6,0.466666667,Night,5,Saturday,April    ,P2-High,No
INC0014362,4/2/2016 6:05,4/2/2016 6:11,2 - Medium,Category 20,Group 70,code 6,0.1,Night,6,Saturday,April    ,P2-High,No
INC0014363,4/2/2016 6:21,4/7/2016 12:22,2 - Medium,Category 26,Group 70,code 9,126.0166667,Night,6,Saturday,April    ,P2-High,Yes
INC0014364,4/2/2016 6:39,4/2/2016 7:04,3 - Low,Category 32,Group 70,code 7,0.416666667,Night,6,Saturday,April    ,P3-Medium,No
INC0014365,4/2/2016 7:00,4/4/2016 9:29,2 - Medium,Category 26,Group 70,code 6,50.48333333,Morning,7,Saturday,April    ,P2-High,No
INC0014366,4/2/2016 7:05,4/2/2016 7:08,2 - Medium,Category 51,Group 64,code 6,0.05,Morning,7,Saturday,April    ,P2-High,No
INC0014370,4/2/2016 7:08,4/2/2016 7:10,2 - Medium,Category 51,Group 64,code 6,0.033333333,Morning,7,Saturday,April    ,P2-High,No
INC0014371,4/2/2016 7:52,4/2/2016 8:17,2 - Medium,Category 26,Group 70,code 7,0.416666667,Morning,7,Saturday,April    ,P2-High,No
INC0014372,4/2/2016 8:13,4/2/2016 8:19,2 - Medium,Category 42,Group 70,code 7,0.1,Morning,8,Saturday,April    ,P2-High,No
INC0014373,4/2/2016 8:17,4/2/2016 8:29,2 - Medium,Category 26,Group 70,code 7,0.2,Morning,8,Saturday,April    ,P2-High,No
INC0014374,4/2/2016 8:20,4/2/2016 9:20,2 - Medium,Category 42,Group 70,code 7,1,Morning,8,Saturday,April    ,P2-High,No
INC0014375,4/2/2016 8:20,4/2/2016 8:22,2 - Medium,Category 51,Group 64,code 6,0.033333333,Morning,8,Saturday,April    ,P2-High,No
INC0014376,4/2/2016 8:22,4/2/2016 9:23,2 - Medium,Category 51,Group 64,code 6,1.016666667,Morning,8,Saturday,April    ,P2-High,No
INC0014377,4/2/2016 8:41,4/4/2016 9:26,2 - Medium,Category 46,Group 51,code 6,48.75,Morning,8,Saturday,April    ,P2-High,No
INC0019413,4/15/2016 1:57,4/19/2016 14:44,2 - Medium,Category 23,Group 70,code 6,108.7833333,Night,1,Friday,April    ,P2-High,Yes
INC0014378,4/2/2016 8:46,4/2/2016 8:47,3 - Low,Category 42,Group 70,code 7,0.016666667,Morning,8,Saturday,April    ,P3-Medium,No
INC0014379,4/2/2016 8:48,4/2/2016 11:33,2 - Medium,Category 53,Group 70,code 7,2.75,Morning,8,Saturday,April    ,P2-High,No
INC0014381,4/2/2016 9:03,4/2/2016 9:14,2 - Medium,Category 32,Group 70,code 9,0.183333333,Morning,9,Saturday,April    ,P2-High,No
INC0014382,4/2/2016 9:12,4/2/2016 9:26,2 - Medium,Category 51,Group 64,code 6,0.233333333,Morning,9,Saturday,April    ,P2-High,No
INC0014383,4/2/2016 9:19,4/2/2016 9:24,2 - Medium,Category 51,Group 64,code 6,0.083333333,Morning,9,Saturday,April    ,P2-High,No
INC0014384,4/2/2016 9:26,4/2/2016 9:32,2 - Medium,Category 51,Group 64,code 6,0.1,Morning,9,Saturday,April    ,P2-High,No
INC0014385,4/2/2016 9:33,4/2/2016 9:34,2 - Medium,Category 51,Group 64,code 6,0.016666667,Morning,9,Saturday,April    ,P2-High,No
INC0014386,4/2/2016 9:34,4/2/2016 9:35,2 - Medium,Category 51,Group 64,code 6,0.016666667,Morning,9,Saturday,April    ,P2-High,No
INC0014387,4/2/2016 9:36,4/2/2016 9:38,2 - Medium,Category 51,Group 64,code 6,0.033333333,Morning,9,Saturday,April    ,P2-High,No
INC0014388,4/2/2016 9:39,4/6/2016 14:50,2 - Medium,Category 26,Group 70,code 7,101.1833333,Morning,9,Saturday,April    ,P2-High,Yes
INC0014389,4/2/2016 9:39,4/2/2016 9:43,2 - Medium,Category 51,Group 64,code 6,0.066666667,Morning,9,Saturday,April    ,P2-High,No
INC0014390,4/2/2016 9:43,4/2/2016 10:32,2 - Medium,Category 51,Group 64,code 6,0.816666667,Morning,9,Saturday,April    ,P2-High,No
INC0014391,4/2/2016 9:43,4/2/2016 9:55,2 - Medium,Category 42,Group 70,code 7,0.2,Morning,9,Saturday,April    ,P2-High,No
INC0014393,4/2/2016 10:32,4/3/2016 6:25,2 - Medium,Category 51,Group 64,code 6,19.88333333,Morning,10,Saturday,April    ,P2-High,No
INC0014396,4/2/2016 12:12,4/5/2016 11:46,2 - Medium,Category 46,Group 70,code 7,71.56666667,Morning,12,Saturday,April    ,P2-High,No
INC0014399,4/2/2016 13:17,4/2/2016 13:45,2 - Medium,Category 26,Group 70,code 6,0.466666667,Morning,13,Saturday,April    ,P2-High,No
INC0014402,4/2/2016 13:54,4/4/2016 11:14,2 - Medium,Category 53,Group 76,code 5,45.33333333,Morning,13,Saturday,April    ,P2-High,No
INC0014404,4/2/2016 14:47,4/4/2016 11:09,2 - Medium,Category 53,Group 76,code 11,44.36666667,Morning,14,Saturday,April    ,P2-High,No
INC0014406,4/2/2016 14:55,4/2/2016 15:06,2 - Medium,Category 42,Group 70,code 7,0.183333333,Morning,14,Saturday,April    ,P2-High,No
INC0014412,4/2/2016 16:09,4/5/2016 14:59,2 - Medium,Category 42,Group 70,code 7,70.83333333,Evening,16,Saturday,April    ,P2-High,No
INC0014413,4/2/2016 16:33,4/2/2016 16:39,2 - Medium,Category 32,Group 70,code 6,0.1,Evening,16,Saturday,April    ,P2-High,No
INC0002602,3/4/2016 15:21,3/7/2016 10:36,2 - Medium,Category 61,Group 25,code 6,67.25,Evening,15,Friday,March    ,P2-High,No
INC0002604,3/4/2016 15:26,3/7/2016 16:39,2 - Medium,Category 45,Group 67,code 1,73.21666667,Evening,15,Friday,March    ,P2-High,No
INC0014414,4/2/2016 16:43,4/2/2016 16:55,2 - Medium,Category 26,Group 70,code 7,0.2,Evening,16,Saturday,April    ,P2-High,No
INC0014416,4/2/2016 16:55,4/8/2016 9:15,2 - Medium,Category 53,Group 51,code 7,136.3333333,Evening,16,Saturday,April    ,P2-High,Yes
INC0014417,4/2/2016 17:45,4/2/2016 17:59,2 - Medium,Category 53,Group 70,code 6,0.233333333,Evening,17,Saturday,April    ,P2-High,No
INC0014418,4/2/2016 17:47,4/6/2016 14:04,2 - Medium,Category 23,Group 70,code 6,92.28333333,Evening,17,Saturday,April    ,P2-High,Yes
INC0001228,3/2/2016 11:47,3/3/2016 14:53,2 - Medium,Category 45,Group 39,code 6,27.1,Morning,11,Wednesday,March    ,P2-High,No
INC0001229,3/2/2016 11:47,3/17/2016 10:50,2 - Medium,Category 42,Group 70,code 6,359.05,Morning,11,Wednesday,March    ,P2-High,Yes
INC0014419,4/2/2016 17:53,4/9/2016 12:43,2 - Medium,Category 42,Group 70,code 7,162.8333333,Evening,17,Saturday,April    ,P2-High,Yes
INC0014421,4/2/2016 18:07,4/2/2016 19:04,2 - Medium,Category 7,Group 70,code 6,0.95,Evening,18,Saturday,April    ,P2-High,No
INC0014423,4/2/2016 18:22,4/5/2016 16:58,2 - Medium,Category 46,Group 70,code 6,70.6,Evening,18,Saturday,April    ,P2-High,No
INC0014425,4/2/2016 18:49,4/4/2016 10:12,2 - Medium,Category 53,Group 28,code 6,39.38333333,Evening,18,Saturday,April    ,P2-High,No
INC0014426,4/2/2016 18:50,4/7/2016 11:01,2 - Medium,Category 20,Group 76,code 7,112.1833333,Evening,18,Saturday,April    ,P2-High,Yes
INC0014428,4/2/2016 20:09,4/2/2016 20:16,2 - Medium,Category 46,Group 70,code 6,0.116666667,Evening,20,Saturday,April    ,P2-High,No
INC0014429,4/2/2016 21:06,4/4/2016 15:56,2 - Medium,Category 37,Group 46,code 6,42.83333333,Evening,21,Saturday,April    ,P2-High,No
INC0001894,3/3/2016 12:34,5/16/2016 7:51,2 - Medium,Category 42,Group 70,code 2,1771.283333,Morning,12,Thursday,March    ,P2-High,Yes
INC0001898,3/3/2016 12:46,3/11/2016 12:59,2 - Medium,Category 32,Group 29,code 6,192.2166667,Morning,12,Thursday,March    ,P2-High,Yes
INC0014430,4/2/2016 21:39,4/3/2016 0:03,1 - High,Category 46,Group 55,code 9,2.4,Evening,21,Saturday,April    ,P1-Critical,No
INC0014431,4/2/2016 21:46,4/2/2016 23:59,1 - High,Category 43,Group 55,code 9,2.216666667,Evening,21,Saturday,April    ,P1-Critical,No
INC0014432,4/2/2016 21:51,4/2/2016 23:48,1 - High,Category 46,Group 55,code 6,1.95,Evening,21,Saturday,April    ,P1-Critical,No
INC0014437,4/2/2016 23:10,4/2/2016 23:32,2 - Medium,Category 32,Group 70,code 6,0.366666667,Night,23,Saturday,April    ,P2-High,No
INC0014438,4/2/2016 23:12,4/2/2016 23:37,2 - Medium,Category 26,Group 70,code 10,0.416666667,Night,23,Saturday,April    ,P2-High,No
INC0014439,4/2/2016 23:18,4/2/2016 23:34,2 - Medium,Category 37,Group 70,code 6,0.266666667,Night,23,Saturday,April    ,P2-High,No
INC0014440,4/2/2016 23:32,4/2/2016 23:33,2 - Medium,Category 26,Group 70,code 6,0.016666667,Night,23,Saturday,April    ,P2-High,No
INC0014441,4/3/2016 0:02,4/3/2016 0:22,2 - Medium,Category 42,Group 70,code 6,0.333333333,Night,0,Sunday,April    ,P2-High,No
INC0014442,4/3/2016 0:23,4/11/2016 14:28,2 - Medium,Category 23,Group 25,code 6,206.0833333,Night,0,Sunday,April    ,P2-High,Yes
INC0014445,4/3/2016 1:02,4/5/2016 10:08,2 - Medium,Category 42,Group 70,code 7,57.1,Night,1,Sunday,April    ,P2-High,No
INC0014446,4/3/2016 1:02,4/5/2016 18:36,2 - Medium,Category 46,Group 70,code 9,65.56666667,Night,1,Sunday,April    ,P2-High,No
INC0014447,4/3/2016 2:13,4/3/2016 2:20,2 - Medium,Category 57,Group 70,code 7,0.116666667,Night,2,Sunday,April    ,P2-High,No
INC0014449,4/3/2016 3:32,4/5/2016 10:06,2 - Medium,Category 57,Group 56,code 6,54.56666667,Night,3,Sunday,April    ,P2-High,No
INC0014452,4/3/2016 6:04,4/3/2016 6:22,2 - Medium,Category 40,Group 70,code 6,0.3,Night,6,Sunday,April    ,P2-High,No
INC0014454,4/3/2016 6:18,4/3/2016 6:48,2 - Medium,Category 26,Group 70,code 9,0.5,Night,6,Sunday,April    ,P2-High,No
INC0014455,4/3/2016 6:47,4/3/2016 6:48,2 - Medium,Category 51,Group 64,code 6,0.016666667,Night,6,Sunday,April    ,P2-High,No
INC0014456,4/3/2016 6:48,4/3/2016 6:52,2 - Medium,Category 51,Group 64,code 6,0.066666667,Night,6,Sunday,April    ,P2-High,No
INC0014457,4/3/2016 6:52,4/3/2016 6:54,2 - Medium,Category 51,Group 64,code 6,0.033333333,Night,6,Sunday,April    ,P2-High,No
INC0019521,4/15/2016 9:35,4/15/2016 9:38,2 - Medium,Category 35,Group 70,code 7,0.05,Morning,9,Friday,April    ,P2-High,No
INC0014458,4/3/2016 6:54,4/3/2016 6:56,2 - Medium,Category 51,Group 64,code 6,0.033333333,Night,6,Sunday,April    ,P2-High,No
INC0014459,4/3/2016 6:56,4/3/2016 8:15,2 - Medium,Category 51,Group 64,code 6,1.316666667,Night,6,Sunday,April    ,P2-High,No
INC0000592,3/1/2016 10:14,3/4/2016 17:48,2 - Medium,Category 26,Group 70,code 7,79.56666667,Morning,10,Tuesday,March    ,P2-High,No
INC0000594,3/1/2016 10:16,3/17/2016 11:11,1 - High,Category 55,Group 65,code 6,384.9166667,Morning,10,Tuesday,March    ,P1-Critical,Yes
INC0014463,4/3/2016 8:15,4/3/2016 8:53,2 - Medium,Category 51,Group 64,code 6,0.633333333,Morning,8,Sunday,April    ,P2-High,No
INC0014464,4/3/2016 8:22,4/4/2016 8:53,2 - Medium,Category 46,Group 51,code 6,24.51666667,Morning,8,Sunday,April    ,P2-High,No
INC0014466,4/3/2016 8:32,4/3/2016 10:33,2 - Medium,Category 40,Group 70,code 5,2.016666667,Morning,8,Sunday,April    ,P2-High,No
INC0014469,4/3/2016 8:46,4/3/2016 9:33,2 - Medium,Category 9,Group 70,code 9,0.783333333,Morning,8,Sunday,April    ,P2-High,No
INC0014470,4/3/2016 8:47,4/11/2016 8:16,2 - Medium,Category 26,Group 70,code 7,191.4833333,Morning,8,Sunday,April    ,P2-High,Yes
INC0014472,4/3/2016 9:02,4/3/2016 9:04,2 - Medium,Category 51,Group 64,code 6,0.033333333,Morning,9,Sunday,April    ,P2-High,No
INC0014473,4/3/2016 9:05,4/3/2016 9:06,2 - Medium,Category 51,Group 64,code 6,0.016666667,Morning,9,Sunday,April    ,P2-High,No
INC0002607,3/4/2016 15:29,3/28/2016 11:48,2 - Medium,Category 45,Group 57,code 6,572.3166667,Evening,15,Friday,March    ,P2-High,Yes
INC0014475,4/3/2016 9:11,4/3/2016 9:14,2 - Medium,Category 51,Group 64,code 6,0.05,Morning,9,Sunday,April    ,P2-High,No
INC0014476,4/3/2016 9:15,4/3/2016 9:19,2 - Medium,Category 51,Group 64,code 6,0.066666667,Morning,9,Sunday,April    ,P2-High,No
INC0014477,4/3/2016 9:21,4/3/2016 9:32,2 - Medium,Category 51,Group 64,code 6,0.183333333,Morning,9,Sunday,April    ,P2-High,No
INC0014479,4/3/2016 10:03,4/5/2016 9:38,2 - Medium,Category 46,Group 57,code 1,47.58333333,Morning,10,Sunday,April    ,P2-High,No
INC0014480,4/3/2016 10:05,4/8/2016 9:09,2 - Medium,Category 24,Group 25,code 6,119.0666667,Morning,10,Sunday,April    ,P2-High,Yes
INC0014481,4/3/2016 10:43,4/3/2016 11:02,2 - Medium,Category 51,Group 64,code 6,0.316666667,Morning,10,Sunday,April    ,P2-High,No
INC0014483,4/3/2016 11:05,4/3/2016 11:26,2 - Medium,Category 51,Group 64,code 6,0.35,Morning,11,Sunday,April    ,P2-High,No
INC0014484,4/3/2016 11:10,4/3/2016 11:15,2 - Medium,Category 20,Group 70,code 9,0.083333333,Morning,11,Sunday,April    ,P2-High,No
INC0014485,4/3/2016 11:35,4/7/2016 16:51,2 - Medium,Category 37,Group 25,code 6,101.2666667,Morning,11,Sunday,April    ,P2-High,Yes
INC0014487,4/3/2016 11:58,4/8/2016 0:33,2 - Medium,Category 23,Group 70,code 6,108.5833333,Morning,11,Sunday,April    ,P2-High,Yes
INC0014490,4/3/2016 12:19,4/5/2016 17:00,2 - Medium,Category 46,Group 70,code 6,52.68333333,Morning,12,Sunday,April    ,P2-High,No
INC0014493,4/3/2016 13:47,4/3/2016 15:37,2 - Medium,Category 46,Group 70,code 6,1.833333333,Morning,13,Sunday,April    ,P2-High,No
INC0014496,4/3/2016 14:43,4/3/2016 15:00,2 - Medium,Category 20,Group 70,code 6,0.283333333,Morning,14,Sunday,April    ,P2-High,No
INC0014498,4/3/2016 15:37,4/3/2016 16:21,2 - Medium,Category 46,Group 70,code 6,0.733333333,Evening,15,Sunday,April    ,P2-High,No
INC0002575,3/4/2016 14:47,3/17/2016 9:35,2 - Medium,Category 37,Group 25,code 5,306.8,Morning,14,Friday,March    ,P2-High,Yes
INC0001899,3/3/2016 12:50,3/17/2016 13:16,2 - Medium,Category 51,Group 70,code 9,336.4333333,Morning,12,Thursday,March    ,P2-High,Yes
INC0014499,4/3/2016 15:43,4/4/2016 9:53,2 - Medium,Category 37,Group 28,code 10,18.16666667,Evening,15,Sunday,April    ,P2-High,No
INC0014500,4/3/2016 16:13,4/5/2016 11:07,2 - Medium,Category 26,Group 70,code 6,42.9,Evening,16,Sunday,April    ,P2-High,No
INC0014501,4/3/2016 16:19,4/5/2016 11:04,2 - Medium,Category 9,Group 25,code 6,42.75,Evening,16,Sunday,April    ,P2-High,No
INC0014502,4/3/2016 16:22,4/14/2016 15:11,2 - Medium,Category 46,Group 72,code 5,262.8166667,Evening,16,Sunday,April    ,P2-High,Yes
INC0014503,4/3/2016 16:33,4/3/2016 16:51,2 - Medium,Category 42,Group 70,code 6,0.3,Evening,16,Sunday,April    ,P2-High,No
INC0014504,4/3/2016 16:52,4/6/2016 9:33,2 - Medium,Category 42,Group 55,code 9,64.68333333,Evening,16,Sunday,April    ,P2-High,No
INC0014505,4/3/2016 16:56,4/18/2016 15:53,2 - Medium,Category 42,Group 72,code 5,358.95,Evening,16,Sunday,April    ,P2-High,Yes
INC0014506,4/3/2016 16:59,4/12/2016 18:26,2 - Medium,Category 38,Group 70,code 6,217.45,Evening,16,Sunday,April    ,P2-High,Yes
INC0014508,4/3/2016 17:12,4/20/2016 12:20,2 - Medium,Category 38,Group 72,code 9,403.1333333,Evening,17,Sunday,April    ,P2-High,Yes
INC0014509,4/3/2016 17:22,4/19/2016 13:34,2 - Medium,Category 38,Group 72,code 9,380.2,Evening,17,Sunday,April    ,P2-High,Yes
INC0014511,4/3/2016 18:04,4/5/2016 18:17,2 - Medium,Category 26,Group 70,code 9,48.21666667,Evening,18,Sunday,April    ,P2-High,No
INC0014516,4/3/2016 21:05,4/5/2016 15:48,2 - Medium,Category 61,Group 73,code 6,42.71666667,Evening,21,Sunday,April    ,P2-High,No
INC0014517,4/3/2016 21:49,4/4/2016 11:56,2 - Medium,Category 37,Group 49,code 6,14.11666667,Evening,21,Sunday,April    ,P2-High,No
INC0014518,4/3/2016 22:26,4/3/2016 23:50,2 - Medium,Category 26,Group 70,code 10,1.4,Evening,22,Sunday,April    ,P2-High,No
INC0014519,4/3/2016 22:44,4/3/2016 23:47,2 - Medium,Category 40,Group 70,code 7,1.05,Evening,22,Sunday,April    ,P2-High,No
INC0014523,4/3/2016 23:39,4/11/2016 15:46,2 - Medium,Category 9,Group 25,code 6,184.1166667,Night,23,Sunday,April    ,P2-High,Yes
INC0014524,4/4/2016 0:25,4/5/2016 11:55,2 - Medium,Category 23,Group 70,code 6,35.5,Night,0,Monday,April    ,P2-High,No
INC0014525,4/4/2016 0:36,4/4/2016 1:17,2 - Medium,Category 42,Group 70,code 6,0.683333333,Night,0,Monday,April    ,P2-High,No
