incident_id,created_at,resolved_at,severity,resolution_time_hours,root_cause,category_clean,assigned_team,shift,hour,day_of_week,month,priority
INC0014340,2016-04-01 23:38:00,2016-04-12 13:56:00,2 - Medium,254.3,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,23,Friday,April,P2 - High
INC0014341,2016-04-02 00:00:00,2016-04-18 14:26:00,1 - High,398.43333333333334,Authentication Failure,Integration / API Issues,Integration Support Team,Night,0,Saturday,April,P1 - Critical
INC0014342,2016-04-02 00:02:00,2016-04-05 18:50:00,2 - Medium,90.8,Authentication Failure,Integration / API Issues,Integration Support Team,Night,0,Saturday,April,P2 - High
INC0014343,2016-04-02 00:07:00,2016-04-15 17:04:00,2 - Medium,328.95,Authentication Failure,Network Issues,Network Operations Team,Night,0,Saturday,April,P2 - High
INC0014344,2016-04-02 00:22:00,2016-04-02 00:39:00,2 - Medium,0.2833333333333333,API Timeout,Security / Access Issues,Security Operations Team,Night,0,Saturday,April,P2 - High
INC0014345,2016-04-02 00:49:00,2016-04-02 00:54:00,2 - Medium,0.08333333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Night,0,Saturday,April,P2 - High
INC0014346,2016-04-02 01:01:00,2016-04-02 03:19:00,2 - Medium,2.3,Authentication Failure,Application Errors,Application Support Team,Night,1,Saturday,April,P2 - High
INC0014347,2016-04-02 01:46:00,2016-04-02 02:09:00,2 - Medium,0.38333333333333336,Authentication Failure,Integration / API Issues,Integration Support Team,Night,1,Saturday,April,P2 - High
INC0014350,2016-04-02 03:05:00,2016-04-04 12:09:00,2 - Medium,57.06666666666667,Authentication Failure,Application Errors,Application Support Team,Night,3,Saturday,April,P2 - High
INC0014354,2016-04-02 03:25:00,2016-04-04 19:26:00,2 - Medium,64.01666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Night,3,Saturday,April,P2 - High
INC0014356,2016-04-02 04:40:00,2016-04-02 04:44:00,2 - Medium,0.06666666666666667,Authentication Failure,Application Errors,Application Support Team,Night,4,Saturday,April,P2 - High
INC0014357,2016-04-02 05:09:00,2016-04-02 06:17:00,2 - Medium,1.1333333333333333,Authentication Failure,Application Errors,Application Support Team,Night,5,Saturday,April,P2 - High
INC0014358,2016-04-02 05:22:00,2016-04-02 05:50:00,2 - Medium,0.4666666666666667,Authentication Failure,Application Errors,Application Support Team,Night,5,Saturday,April,P2 - High
INC0014362,2016-04-02 06:05:00,2016-04-02 06:11:00,2 - Medium,0.1,Authentication Failure,Database Issues,Database Administration Team,Night,6,Saturday,April,P2 - High
INC0014363,2016-04-02 06:21:00,2016-04-07 12:22:00,2 - Medium,126.01666666666667,Disk Space Issue,Application Errors,Application Support Team,Night,6,Saturday,April,P2 - High
INC0014364,2016-04-02 06:39:00,2016-04-02 07:04:00,3 - Low,0.4166666666666667,API Timeout,Server Infrastructure,Infrastructure Operations Team,Night,6,Saturday,April,P3 - Medium
INC0014365,2016-04-02 07:00:00,2016-04-04 09:29:00,2 - Medium,50.483333333333334,Authentication Failure,Application Errors,Application Support Team,Night,7,Saturday,April,P2 - High
INC0014366,2016-04-02 07:05:00,2016-04-02 07:08:00,2 - Medium,0.05,Authentication Failure,Security / Access Issues,Security Operations Team,Night,7,Saturday,April,P2 - High
INC0014370,2016-04-02 07:08:00,2016-04-02 07:10:00,2 - Medium,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Night,7,Saturday,April,P2 - High
INC0014371,2016-04-02 07:52:00,2016-04-02 08:17:00,2 - Medium,0.4166666666666667,API Timeout,Application Errors,Application Support Team,Night,7,Saturday,April,P2 - High
INC0014372,2016-04-02 08:13:00,2016-04-02 08:19:00,2 - Medium,0.1,API Timeout,Integration / API Issues,Integration Support Team,Morning,8,Saturday,April,P2 - High
INC0014373,2016-04-02 08:17:00,2016-04-02 08:29:00,2 - Medium,0.2,API Timeout,Application Errors,Application Support Team,Morning,8,Saturday,April,P2 - High
INC0014374,2016-04-02 08:20:00,2016-04-02 09:20:00,2 - Medium,1.0,API Timeout,Integration / API Issues,Integration Support Team,Morning,8,Saturday,April,P2 - High
INC0014375,2016-04-02 08:20:00,2016-04-02 08:22:00,2 - Medium,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Saturday,April,P2 - High
INC0014376,2016-04-02 08:22:00,2016-04-02 09:23:00,2 - Medium,1.0166666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Saturday,April,P2 - High
INC0014377,2016-04-02 08:41:00,2016-04-04 09:26:00,2 - Medium,48.75,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,8,Saturday,April,P2 - High
INC0014378,2016-04-02 08:46:00,2016-04-02 08:47:00,3 - Low,0.016666666666666666,API Timeout,Integration / API Issues,Integration Support Team,Morning,8,Saturday,April,P3 - Medium
INC0014379,2016-04-02 08:48:00,2016-04-02 11:33:00,2 - Medium,2.75,API Timeout,Security / Access Issues,Security Operations Team,Morning,8,Saturday,April,P2 - High
INC0014381,2016-04-02 09:03:00,2016-04-02 09:14:00,2 - Medium,0.18333333333333332,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team,Morning,9,Saturday,April,P2 - High
INC0014382,2016-04-02 09:12:00,2016-04-02 09:26:00,2 - Medium,0.23333333333333334,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014383,2016-04-02 09:19:00,2016-04-02 09:24:00,2 - Medium,0.08333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014384,2016-04-02 09:26:00,2016-04-02 09:32:00,2 - Medium,0.1,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014385,2016-04-02 09:33:00,2016-04-02 09:34:00,2 - Medium,0.016666666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014386,2016-04-02 09:34:00,2016-04-02 09:35:00,2 - Medium,0.016666666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014387,2016-04-02 09:36:00,2016-04-02 09:38:00,2 - Medium,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014388,2016-04-02 09:39:00,2016-04-06 14:50:00,2 - Medium,101.18333333333334,API Timeout,Application Errors,Application Support Team,Morning,9,Saturday,April,P2 - High
INC0014389,2016-04-02 09:39:00,2016-04-02 09:43:00,2 - Medium,0.06666666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014390,2016-04-02 09:43:00,2016-04-02 10:32:00,2 - Medium,0.8166666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Saturday,April,P2 - High
INC0014391,2016-04-02 09:43:00,2016-04-02 09:55:00,2 - Medium,0.2,API Timeout,Integration / API Issues,Integration Support Team,Morning,9,Saturday,April,P2 - High
INC0014393,2016-04-02 10:32:00,2016-04-03 06:25:00,2 - Medium,19.883333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,10,Saturday,April,P2 - High
INC0014396,2016-04-02 12:12:00,2016-04-05 11:46:00,2 - Medium,71.56666666666666,API Timeout,Integration / API Issues,Integration Support Team,Morning,12,Saturday,April,P2 - High
INC0014399,2016-04-02 13:17:00,2016-04-02 13:45:00,2 - Medium,0.4666666666666667,Authentication Failure,Application Errors,Application Support Team,Morning,13,Saturday,April,P2 - High
INC0014402,2016-04-02 13:54:00,2016-04-04 11:14:00,2 - Medium,45.333333333333336,Server Overload,Security / Access Issues,Security Operations Team,Morning,13,Saturday,April,P2 - High
INC0014404,2016-04-02 14:47:00,2016-04-04 11:09:00,2 - Medium,44.36666666666667,Data Corruption,Security / Access Issues,Security Operations Team,Morning,14,Saturday,April,P2 - High
INC0014406,2016-04-02 14:55:00,2016-04-02 15:06:00,2 - Medium,0.18333333333333332,API Timeout,Integration / API Issues,Integration Support Team,Morning,14,Saturday,April,P2 - High
INC0014412,2016-04-02 16:09:00,2016-04-05 14:59:00,2 - Medium,70.83333333333333,API Timeout,Integration / API Issues,Integration Support Team,Evening,16,Saturday,April,P2 - High
INC0014413,2016-04-02 16:33:00,2016-04-02 16:39:00,2 - Medium,0.1,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,16,Saturday,April,P2 - High
INC0014414,2016-04-02 16:43:00,2016-04-02 16:55:00,2 - Medium,0.2,API Timeout,Application Errors,Application Support Team,Evening,16,Saturday,April,P2 - High
INC0014416,2016-04-02 16:55:00,2016-04-08 09:15:00,2 - Medium,136.33333333333334,API Timeout,Security / Access Issues,Security Operations Team,Evening,16,Saturday,April,P2 - High
INC0014417,2016-04-02 17:45:00,2016-04-02 17:59:00,2 - Medium,0.23333333333333334,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,17,Saturday,April,P2 - High
INC0014418,2016-04-02 17:47:00,2016-04-06 14:04:00,2 - Medium,92.28333333333333,Authentication Failure,Application Errors,Application Support Team,Evening,17,Saturday,April,P2 - High
INC0014419,2016-04-02 17:53:00,2016-04-09 12:43:00,2 - Medium,162.83333333333334,API Timeout,Integration / API Issues,Integration Support Team,Evening,17,Saturday,April,P2 - High
INC0014421,2016-04-02 18:07:00,2016-04-02 19:04:00,2 - Medium,0.95,Authentication Failure,Network Issues,Network Operations Team,Evening,18,Saturday,April,P2 - High
INC0014423,2016-04-02 18:22:00,2016-04-05 16:58:00,2 - Medium,70.6,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,18,Saturday,April,P2 - High
INC0014425,2016-04-02 18:49:00,2016-04-04 10:12:00,2 - Medium,39.38333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,18,Saturday,April,P2 - High
INC0014426,2016-04-02 18:50:00,2016-04-07 11:01:00,2 - Medium,112.18333333333334,API Timeout,Database Issues,Database Administration Team,Evening,18,Saturday,April,P2 - High
INC0014428,2016-04-02 20:09:00,2016-04-02 20:16:00,2 - Medium,0.11666666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,20,Saturday,April,P2 - High
INC0014429,2016-04-02 21:06:00,2016-04-04 15:56:00,2 - Medium,42.833333333333336,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,21,Saturday,April,P2 - High
INC0014430,2016-04-02 21:39:00,2016-04-03 00:03:00,1 - High,2.4,Disk Space Issue,Integration / API Issues,Integration Support Team,Evening,21,Saturday,April,P1 - Critical
INC0014431,2016-04-02 21:46:00,2016-04-02 23:59:00,1 - High,2.216666666666667,Disk Space Issue,Integration / API Issues,Integration Support Team,Evening,21,Saturday,April,P1 - Critical
INC0014432,2016-04-02 21:51:00,2016-04-02 23:48:00,1 - High,1.95,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,21,Saturday,April,P1 - Critical
INC0014437,2016-04-02 23:10:00,2016-04-02 23:32:00,2 - Medium,0.36666666666666664,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,23,Saturday,April,P2 - High
INC0014438,2016-04-02 23:12:00,2016-04-02 23:37:00,2 - Medium,0.4166666666666667,Third-Party Service Failure,Application Errors,Application Support Team,Evening,23,Saturday,April,P2 - High
INC0014439,2016-04-02 23:18:00,2016-04-02 23:34:00,2 - Medium,0.26666666666666666,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,23,Saturday,April,P2 - High
INC0014440,2016-04-02 23:32:00,2016-04-02 23:33:00,2 - Medium,0.016666666666666666,Authentication Failure,Application Errors,Application Support Team,Evening,23,Saturday,April,P2 - High
INC0014441,2016-04-03 00:02:00,2016-04-03 00:22:00,2 - Medium,0.3333333333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Night,0,Sunday,April,P2 - High
INC0014442,2016-04-03 00:23:00,2016-04-11 14:28:00,2 - Medium,206.08333333333334,Authentication Failure,Application Errors,Application Support Team,Night,0,Sunday,April,P2 - High
INC0014445,2016-04-03 01:02:00,2016-04-05 10:08:00,2 - Medium,57.1,API Timeout,Integration / API Issues,Integration Support Team,Night,1,Sunday,April,P2 - High
INC0014446,2016-04-03 01:02:00,2016-04-05 18:36:00,2 - Medium,65.56666666666666,Disk Space Issue,Integration / API Issues,Integration Support Team,Night,1,Sunday,April,P2 - High
INC0014447,2016-04-03 02:13:00,2016-04-03 02:20:00,2 - Medium,0.11666666666666667,API Timeout,Security / Access Issues,Security Operations Team,Night,2,Sunday,April,P2 - High
INC0014449,2016-04-03 03:32:00,2016-04-05 10:06:00,2 - Medium,54.56666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Night,3,Sunday,April,P2 - High
INC0014452,2016-04-03 06:04:00,2016-04-03 06:22:00,2 - Medium,0.3,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Night,6,Sunday,April,P2 - High
INC0014454,2016-04-03 06:18:00,2016-04-03 06:48:00,2 - Medium,0.5,Disk Space Issue,Application Errors,Application Support Team,Night,6,Sunday,April,P2 - High
INC0014455,2016-04-03 06:47:00,2016-04-03 06:48:00,2 - Medium,0.016666666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Sunday,April,P2 - High
INC0014456,2016-04-03 06:48:00,2016-04-03 06:52:00,2 - Medium,0.06666666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Sunday,April,P2 - High
INC0014457,2016-04-03 06:52:00,2016-04-03 06:54:00,2 - Medium,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Sunday,April,P2 - High
INC0014458,2016-04-03 06:54:00,2016-04-03 06:56:00,2 - Medium,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Sunday,April,P2 - High
INC0014459,2016-04-03 06:56:00,2016-04-03 08:15:00,2 - Medium,1.3166666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Sunday,April,P2 - High
INC0014463,2016-04-03 08:15:00,2016-04-03 08:53:00,2 - Medium,0.6333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Sunday,April,P2 - High
INC0014464,2016-04-03 08:22:00,2016-04-04 08:53:00,2 - Medium,24.516666666666666,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,8,Sunday,April,P2 - High
INC0014466,2016-04-03 08:32:00,2016-04-03 10:33:00,2 - Medium,2.0166666666666666,Server Overload,Server Infrastructure,Infrastructure Operations Team,Morning,8,Sunday,April,P2 - High
INC0014469,2016-04-03 08:46:00,2016-04-03 09:33:00,2 - Medium,0.7833333333333333,Disk Space Issue,Network Issues,Network Operations Team,Morning,8,Sunday,April,P2 - High
INC0014470,2016-04-03 08:47:00,2016-04-11 08:16:00,2 - Medium,191.48333333333332,API Timeout,Application Errors,Application Support Team,Morning,8,Sunday,April,P2 - High
INC0014472,2016-04-03 09:02:00,2016-04-03 09:04:00,2 - Medium,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Sunday,April,P2 - High
INC0014473,2016-04-03 09:05:00,2016-04-03 09:06:00,2 - Medium,0.016666666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Sunday,April,P2 - High
INC0014474,2016-04-03 09:07:00,2016-04-03 09:11:00,2 - Medium,0.06666666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Sunday,April,P2 - High
INC0014475,2016-04-03 09:11:00,2016-04-03 09:14:00,2 - Medium,0.05,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Sunday,April,P2 - High
INC0014476,2016-04-03 09:15:00,2016-04-03 09:19:00,2 - Medium,0.06666666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Sunday,April,P2 - High
INC0014477,2016-04-03 09:21:00,2016-04-03 09:32:00,2 - Medium,0.18333333333333332,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,9,Sunday,April,P2 - High
INC0014479,2016-04-03 10:03:00,2016-04-05 09:38:00,2 - Medium,47.583333333333336,Network Failure,Integration / API Issues,Integration Support Team,Morning,10,Sunday,April,P2 - High
INC0014480,2016-04-03 10:05:00,2016-04-08 09:09:00,2 - Medium,119.06666666666666,Authentication Failure,Application Errors,Application Support Team,Morning,10,Sunday,April,P2 - High
INC0014481,2016-04-03 10:43:00,2016-04-03 11:02:00,2 - Medium,0.31666666666666665,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,10,Sunday,April,P2 - High
INC0014483,2016-04-03 11:05:00,2016-04-03 11:26:00,2 - Medium,0.35,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,11,Sunday,April,P2 - High
INC0014484,2016-04-03 11:10:00,2016-04-03 11:15:00,2 - Medium,0.08333333333333333,Disk Space Issue,Database Issues,Database Administration Team,Morning,11,Sunday,April,P2 - High
INC0014485,2016-04-03 11:35:00,2016-04-07 16:51:00,2 - Medium,101.26666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,11,Sunday,April,P2 - High
INC0014487,2016-04-03 11:58:00,2016-04-08 00:33:00,2 - Medium,108.58333333333333,Authentication Failure,Application Errors,Application Support Team,Morning,11,Sunday,April,P2 - High
INC0014490,2016-04-03 12:19:00,2016-04-05 17:00:00,2 - Medium,52.68333333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,12,Sunday,April,P2 - High
INC0014493,2016-04-03 13:47:00,2016-04-03 15:37:00,2 - Medium,1.8333333333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,13,Sunday,April,P2 - High
INC0014496,2016-04-03 14:43:00,2016-04-03 15:00:00,2 - Medium,0.2833333333333333,Authentication Failure,Database Issues,Database Administration Team,Morning,14,Sunday,April,P2 - High
INC0014498,2016-04-03 15:37:00,2016-04-03 16:21:00,2 - Medium,0.7333333333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,15,Sunday,April,P2 - High
INC0014499,2016-04-03 15:43:00,2016-04-04 09:53:00,2 - Medium,18.166666666666668,Third-Party Service Failure,Server Infrastructure,Infrastructure Operations Team,Morning,15,Sunday,April,P2 - High
INC0014500,2016-04-03 16:13:00,2016-04-05 11:07:00,2 - Medium,42.9,Authentication Failure,Application Errors,Application Support Team,Evening,16,Sunday,April,P2 - High
INC0014501,2016-04-03 16:19:00,2016-04-05 11:04:00,2 - Medium,42.75,Authentication Failure,Network Issues,Network Operations Team,Evening,16,Sunday,April,P2 - High
INC0014502,2016-04-03 16:22:00,2016-04-14 15:11:00,2 - Medium,262.81666666666666,Server Overload,Integration / API Issues,Integration Support Team,Evening,16,Sunday,April,P2 - High
INC0014503,2016-04-03 16:33:00,2016-04-03 16:51:00,2 - Medium,0.3,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,16,Sunday,April,P2 - High
INC0014504,2016-04-03 16:52:00,2016-04-06 09:33:00,2 - Medium,64.68333333333334,Disk Space Issue,Integration / API Issues,Integration Support Team,Evening,16,Sunday,April,P2 - High
INC0014505,2016-04-03 16:56:00,2016-04-18 15:53:00,2 - Medium,358.95,Server Overload,Integration / API Issues,Integration Support Team,Evening,16,Sunday,April,P2 - High
INC0014506,2016-04-03 16:59:00,2016-04-12 18:26:00,2 - Medium,217.45,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,16,Sunday,April,P2 - High
INC0014508,2016-04-03 17:12:00,2016-04-20 12:20:00,2 - Medium,403.1333333333333,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team,Evening,17,Sunday,April,P2 - High
INC0014509,2016-04-03 17:22:00,2016-04-19 13:34:00,2 - Medium,380.2,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team,Evening,17,Sunday,April,P2 - High
INC0014511,2016-04-03 18:04:00,2016-04-05 18:17:00,2 - Medium,48.21666666666667,Disk Space Issue,Application Errors,Application Support Team,Evening,18,Sunday,April,P2 - High
INC0014515,2016-04-03 19:45:00,2016-04-04 11:48:00,2 - Medium,16.05,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,19,Sunday,April,P2 - High
INC0014516,2016-04-03 21:05:00,2016-04-05 15:48:00,2 - Medium,42.71666666666667,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team,Evening,21,Sunday,April,P2 - High
INC0014517,2016-04-03 21:49:00,2016-04-04 11:56:00,2 - Medium,14.116666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,21,Sunday,April,P2 - High
INC0014518,2016-04-03 22:26:00,2016-04-03 23:50:00,2 - Medium,1.4,Third-Party Service Failure,Application Errors,Application Support Team,Evening,22,Sunday,April,P2 - High
INC0014519,2016-04-03 22:44:00,2016-04-03 23:47:00,2 - Medium,1.05,API Timeout,Server Infrastructure,Infrastructure Operations Team,Evening,22,Sunday,April,P2 - High
INC0014520,2016-04-03 22:56:00,2016-04-07 16:48:00,2 - Medium,89.86666666666666,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,22,Sunday,April,P2 - High
INC0014521,2016-04-03 23:00:00,2016-04-11 08:21:00,2 - Medium,177.35,API Timeout,Integration / API Issues,Integration Support Team,Evening,23,Sunday,April,P2 - High
INC0014523,2016-04-03 23:39:00,2016-04-11 15:46:00,2 - Medium,184.11666666666667,Authentication Failure,Network Issues,Network Operations Team,Evening,23,Sunday,April,P2 - High
INC0014524,2016-04-04 00:25:00,2016-04-05 11:55:00,2 - Medium,35.5,Authentication Failure,Application Errors,Application Support Team,Night,0,Monday,April,P2 - High
INC0014525,2016-04-04 00:36:00,2016-04-04 01:17:00,2 - Medium,0.6833333333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Night,0,Monday,April,P2 - High
INC0014528,2016-04-04 02:42:00,2016-04-04 04:46:00,2 - Medium,2.066666666666667,Authentication Failure,Application Errors,Application Support Team,Night,2,Monday,April,P2 - High
INC0014530,2016-04-04 02:48:00,2016-04-04 04:21:00,2 - Medium,1.55,API Timeout,Application Errors,Application Support Team,Night,2,Monday,April,P2 - High
INC0014531,2016-04-04 03:16:00,2016-04-08 14:53:00,2 - Medium,107.61666666666666,Authentication Failure,Application Errors,Application Support Team,Night,3,Monday,April,P2 - High
INC0014533,2016-04-04 04:02:00,2016-04-06 14:46:00,2 - Medium,58.733333333333334,API Timeout,Application Errors,Application Support Team,Night,4,Monday,April,P2 - High
INC0014534,2016-04-04 04:03:00,2016-04-04 04:08:00,2 - Medium,0.08333333333333333,API Timeout,Integration / API Issues,Integration Support Team,Night,4,Monday,April,P2 - High
INC0014537,2016-04-04 05:24:00,2016-04-05 12:08:00,2 - Medium,30.733333333333334,Authentication Failure,Application Errors,Application Support Team,Night,5,Monday,April,P2 - High
INC0014540,2016-04-04 06:14:00,2016-04-04 06:16:00,3 - Low,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Monday,April,P3 - Medium
INC0014541,2016-04-04 06:16:00,2016-04-04 06:22:00,3 - Low,0.1,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Monday,April,P3 - Medium
INC0014542,2016-04-04 06:23:00,2016-04-04 06:25:00,3 - Low,0.03333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Monday,April,P3 - Medium
INC0014543,2016-04-04 06:25:00,2016-04-04 06:30:00,3 - Low,0.08333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Monday,April,P3 - Medium
INC0014544,2016-04-04 06:31:00,2016-04-04 06:46:00,3 - Low,0.25,Authentication Failure,Security / Access Issues,Security Operations Team,Night,6,Monday,April,P3 - Medium
INC0014545,2016-04-04 06:52:00,2016-04-11 15:45:00,2 - Medium,176.88333333333333,Authentication Failure,Network Issues,Network Operations Team,Night,6,Monday,April,P2 - High
INC0014546,2016-04-04 07:02:00,2016-04-04 07:07:00,2 - Medium,0.08333333333333333,Third-Party Service Failure,Integration / API Issues,Integration Support Team,Night,7,Monday,April,P2 - High
INC0014548,2016-04-04 07:11:00,2016-04-04 07:21:00,2 - Medium,0.16666666666666666,Disk Space Issue,Integration / API Issues,Integration Support Team,Night,7,Monday,April,P2 - High
INC0014549,2016-04-04 07:15:00,2016-04-04 11:51:00,2 - Medium,4.6,Authentication Failure,Network Issues,Network Operations Team,Night,7,Monday,April,P2 - High
INC0014550,2016-04-04 07:20:00,2016-04-04 07:25:00,2 - Medium,0.08333333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Night,7,Monday,April,P2 - High
INC0014551,2016-04-04 07:25:00,2016-04-04 10:17:00,2 - Medium,2.8666666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Night,7,Monday,April,P2 - High
INC0014552,2016-04-04 07:34:00,2016-04-04 07:42:00,2 - Medium,0.13333333333333333,Disk Space Issue,Application Errors,Application Support Team,Night,7,Monday,April,P2 - High
INC0014553,2016-04-04 07:37:00,2016-04-04 07:59:00,3 - Low,0.36666666666666664,API Timeout,Security / Access Issues,Security Operations Team,Night,7,Monday,April,P3 - Medium
INC0014554,2016-04-04 07:38:00,2016-04-04 10:53:00,2 - Medium,3.25,Authentication Failure,Network Issues,Network Operations Team,Night,7,Monday,April,P2 - High
INC0014557,2016-04-04 07:47:00,2016-04-04 08:06:00,2 - Medium,0.31666666666666665,API Timeout,Application Errors,Application Support Team,Night,7,Monday,April,P2 - High
INC0014558,2016-04-04 07:48:00,2016-04-04 09:09:00,2 - Medium,1.35,Authentication Failure,Security / Access Issues,Security Operations Team,Night,7,Monday,April,P2 - High
INC0014560,2016-04-04 07:56:00,2016-04-27 11:16:00,2 - Medium,555.3333333333334,Authentication Failure,Application Errors,Application Support Team,Night,7,Monday,April,P2 - High
INC0014561,2016-04-04 07:59:00,2016-04-04 10:06:00,3 - Low,2.1166666666666667,Disk Space Issue,Security / Access Issues,Security Operations Team,Night,7,Monday,April,P3 - Medium
INC0014562,2016-04-04 08:00:00,2016-04-04 09:23:00,2 - Medium,1.3833333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Monday,April,P2 - High
INC0014564,2016-04-04 08:06:00,2016-04-12 10:25:00,2 - Medium,194.31666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Monday,April,P2 - High
INC0014565,2016-04-04 08:08:00,2016-04-04 17:43:00,2 - Medium,9.583333333333334,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Monday,April,P2 - High
INC0014566,2016-04-04 08:09:00,2016-04-04 17:13:00,2 - Medium,9.066666666666666,API Timeout,Application Errors,Application Support Team,Morning,8,Monday,April,P2 - High
INC0014567,2016-04-04 08:13:00,2016-04-04 08:22:00,2 - Medium,0.15,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,8,Monday,April,P2 - High
INC0014569,2016-04-04 08:15:00,2016-04-04 08:25:00,2 - Medium,0.16666666666666666,Disk Space Issue,Integration / API Issues,Integration Support Team,Morning,8,Monday,April,P2 - High
INC0014574,2016-04-04 08:24:00,2016-04-04 08:31:00,3 - Low,0.11666666666666667,API Timeout,Application Errors,Application Support Team,Morning,8,Monday,April,P3 - Medium
INC0014575,2016-04-04 08:25:00,2016-04-04 08:41:00,3 - Low,0.26666666666666666,API Timeout,Server Infrastructure,Infrastructure Operations Team,Morning,8,Monday,April,P3 - Medium
INC0014576,2016-04-04 08:26:00,2016-04-04 08:40:00,2 - Medium,0.23333333333333334,API Timeout,Integration / API Issues,Integration Support Team,Morning,8,Monday,April,P2 - High
INC0014578,2016-04-04 08:26:00,2016-04-04 09:05:00,2 - Medium,0.65,Authentication Failure,Application Errors,Application Support Team,Morning,8,Monday,April,P2 - High
INC0014580,2016-04-04 08:27:00,2016-04-04 08:37:00,2 - Medium,0.16666666666666666,Disk Space Issue,Integration / API Issues,Integration Support Team,Morning,8,Monday,April,P2 - High
